nan,7.35877e-22,-3.21141e+24
1.06438e+30,7.87033e-22,-3.21141e+24
6.02209e+29,7.99596e-22,-3.21141e+24
2.93287e+33,7.98807e-22,-3.21141e+24
2.7845e+31,8.06045e-22,-3.21141e+24
5.47628e+23,8.61786e-22,-3.21141e+24
7.9268e+22,8.56849e-22,-3.21141e+24
3.3788e+29,9.42695e-22,-3.21141e+24
3.00158e+28,9.51819e-22,-3.21141e+24
4.20143e+23,1.07323e-21,-3.21141e+24
2.90657e+26,9.84028e-22,-3.21141e+24
2.91812e+27,1.05752e-21,-3.21141e+24
1.87818e+27,9.89146e-22,-3.21141e+24
2.13037e+19,9.69811e-22,-3.21141e+24
4.60739e+18,8.39882e-22,-3.21141e+24
2.39496e+22,8.61993e-22,-3.21141e+24
4.42237e+15,8.82672e-22,-3.21141e+24
4.15506e+13,9.22015e-22,-3.21141e+24
1.48042e+18,8.01586e-22,-3.21141e+24
1.22985e+19,7.6532e-22,-3.21141e+24
4.69275e+18,7.39677e-22,-3.21141e+24
3.20592e+12,6.88314e-22,-3.21141e+24
8.08608e+12,6.4755e-22,-3.21141e+24
4.287e+16,6.24828e-22,-3.21141e+24
1.89376e+18,6.56339e-22,-3.21141e+24
1.54849e+24,5.99651e-22,-3.21141e+24
2.45654e+28,4.94935e-22,-3.21141e+24
1.15461e+21,4.82682e-22,-3.21141e+24
7.56225e+18,4.80084e-22,-3.21141e+24
1.99037e+24,4.17705e-22,-3.21141e+24
4.88627e+23,4.23217e-22,-3.21141e+24
9.42717e+24,4.24612e-22,-3.21141e+24
5.83261e+20,4.83458e-22,-3.21141e+24
2.68275e+35,4.17266e-22,-3.21141e+24
7.04335e+36,4.30376e-22,-3.21141e+24
1.69298e+31,4.80304e-22,-3.21141e+24
4.11701e+34,4.32935e-22,-3.21141e+24
4,4.75083e-22,-3.21141e+24
nan,5.44152e-22,-3.21141e+24
1.68572e+34,5.59041e-22,-3.21141e+24
4,6.03515e-22,-3.21141e+24
3.30438e+34,6.8622e-22,-3.21141e+24
8.38298e+29,7.02001e-22,-3.21141e+24
1.37852e+32,6.21054e-22,-3.21141e+24
2.98861e+34,6.31446e-22,-3.21141e+24
