4,1.37556e-14,-3.21138e+24
4,1.29677e-14,-3.21138e+24
4,1.26777e-14,-3.21138e+24
4,1.26543e-14,-3.21138e+24
4,1.28987e-14,-3.21138e+24
4,1.33827e-14,-3.21138e+24
4,1.30216e-14,-3.21138e+24
4,1.16831e-14,-3.21138e+24
4,1.17082e-14,-3.21138e+24
4,1.28016e-14,-3.21138e+24
4,1.25168e-14,-3.21138e+24
4,1.19004e-14,-3.21138e+24
4,1.15172e-14,-3.21138e+24
4,1.11471e-14,-3.21138e+24
4,1.20812e-14,-3.21138e+24
4,1.13214e-14,-3.21138e+24
4,1.15859e-14,-3.21138e+24
4,1.16083e-14,-3.21138e+24
4,1.18219e-14,-3.21138e+24
4,1.13557e-14,-3.21138e+24
4,1.11785e-14,-3.21138e+24
4,1.05685e-14,-3.21138e+24
4,1.03259e-14,-3.21138e+24
4,9.92083e-15,-3.21138e+24
4,1.05531e-14,-3.21138e+24
4,1.03593e-14,-3.21138e+24
4,1.06921e-14,-3.21138e+24
4,1.02229e-14,-3.21138e+24
4,1.12494e-14,-3.21138e+24
4,1.09515e-14,-3.21138e+24
4,1.11124e-14,-3.21138e+24
4,1.11026e-14,-3.21138e+24
4,1.12494e-14,-3.21138e+24
4,1.11572e-14,-3.21138e+24
4,1.08077e-14,-3.21138e+24
4,1.10573e-14,-3.21138e+24
4,1.04065e-14,-3.21138e+24
4,1.03888e-14,-3.21138e+24
4,1.03482e-14,-3.21138e+24
4,9.94424e-15,-3.21138e+24
4,9.50839e-15,-3.21138e+24
4,9.52943e-15,-3.21138e+24
4,9.64804e-15,-3.21138e+24
4,1.03315e-14,-3.21138e+24
4,9.97438e-15,-3.21138e+24
4,9.86575e-15,-3.21138e+24
4,9.78877e-15,-3.21138e+24
4,9.50839e-15,-3.21138e+24
4,9.02224e-15,-3.21138e+24
4,8.65187e-15,-3.21138e+24
4,8.57099e-15,-3.21138e+24
4,9.47543e-15,-3.21138e+24
4,9.68881e-15,-3.21138e+24
4,1.00796e-14,-3.21138e+24
4,9.73673e-15,-3.21138e+24
4,1.00861e-14,-3.21138e+24
4,1.02194e-14,-3.21138e+24
4,1.09278e-14,-3.21138e+24
4,1.11883e-14,-3.21138e+24
4,1.13548e-14,-3.21138e+24
4,1.16805e-14,-3.21138e+24
4,1.15794e-14,-3.21138e+24
4,1.19066e-14,-3.21138e+24
4,1.15909e-14,-3.21138e+24
4,1.26502e-14,-3.21138e+24
4,1.26302e-14,-3.21138e+24
4,1.28571e-14,-3.21138e+24
4,1.23785e-14,-3.21138e+24
4,1.20697e-14,-3.21138e+24
4,1.20073e-14,-3.21138e+24
4,1.28816e-14,-3.21138e+24
4,1.18845e-14,-3.21138e+24
4,1.26001e-14,-3.21138e+24
4,1.20172e-14,-3.21138e+24
4,1.15502e-14,-3.21138e+24
4,1.08348e-14,-3.21138e+24
4,1.05518e-14,-3.21138e+24
4,1.00891e-14,-3.21138e+24
4,9.3733e-15,-3.21138e+24
4,9.32343e-15,-3.21138e+24
4,9.5509e-15,-3.21138e+24
4,9.4106e-15,-3.21138e+24
4,9.6643e-15,-3.21138e+24
4,1.03909e-14,-3.21138e+24
4,1.09788e-14,-3.21138e+24
4,1.0984e-14,-3.21138e+24
4,1.08593e-14,-3.21138e+24
4,1.08669e-14,-3.21138e+24
4,1.07067e-14,-3.21138e+24
4,1.1118e-14,-3.21138e+24
4,1.08179e-14,-3.21138e+24
4,1.17048e-14,-3.21138e+24
4,1.11208e-14,-3.21138e+24
4,1.14183e-14,-3.21138e+24
4,1.22599e-14,-3.21138e+24
4,1.27608e-14,-3.21138e+24
4,1.35243e-14,-3.21138e+24
4,1.36871e-14,-3.21138e+24
4,1.34094e-14,-3.21138e+24
4,1.30232e-14,-3.21138e+24
4,1.30533e-14,-3.21138e+24
4,1.31966e-14,-3.21138e+24
4,1.41067e-14,-3.21138e+24
4,1.36336e-14,-3.21138e+24
4,1.38383e-14,-3.21138e+24
4,1.3776e-14,-3.21138e+24
4,1.48283e-14,-3.21138e+24
4,1.49341e-14,-3.21138e+24
4,1.48656e-14,-3.21138e+24
4,1.48114e-14,-3.21138e+24
4,1.45707e-14,-3.21138e+24
4,1.46383e-14,-3.21138e+24
4,1.41525e-14,-3.21138e+24
4,1.39337e-14,-3.21138e+24
4,1.29813e-14,-3.21138e+24
4,1.23774e-14,-3.21138e+24
4,1.15851e-14,-3.21138e+24
4,1.11462e-14,-3.21138e+24
4,1.12481e-14,-3.21138e+24
4,1.16293e-14,-3.21138e+24
4,1.18839e-14,-3.21138e+24
4,1.22224e-14,-3.21138e+24
4,1.25331e-14,-3.21138e+24
4,1.21948e-14,-3.21138e+24
4,1.21558e-14,-3.21138e+24
4,1.10876e-14,-3.21138e+24
4,1.11824e-14,-3.21138e+24
4,1.1309e-14,-3.21138e+24
4,1.14142e-14,-3.21138e+24
4,1.05969e-14,-3.21138e+24
4,1.02504e-14,-3.21138e+24
4,9.36593e-15,-3.21138e+24
4,8.94136e-15,-3.21138e+24
4,8.77873e-15,-3.21138e+24
4,8.96087e-15,-3.21138e+24
4,9.07081e-15,-3.21138e+24
4,8.8969e-15,-3.21138e+24
4,1.00286e-14,-3.21138e+24
4,9.59578e-15,-3.21138e+24
4,9.31714e-15,-3.21138e+24
4,9.14931e-15,-3.21138e+24
4,8.50399e-15,-3.21138e+24
4,8.88693e-15,-3.21138e+24
4,8.56579e-15,-3.21138e+24
4,8.52567e-15,-3.21138e+24
4,8.60135e-15,-3.21138e+24
4,8.78111e-15,-3.21138e+24
4,8.30992e-15,-3.21138e+24
4,8.30818e-15,-3.21138e+24
4,8.56405e-15,-3.21138e+24
4,9.05802e-15,-3.21138e+24
4,8.18719e-15,-3.21138e+24
4,7.83005e-15,-3.21138e+24
4,7.79232e-15,-3.21138e+24
4,7.65354e-15,-3.21138e+24
4,7.67371e-15,-3.21138e+24
4,7.51303e-15,-3.21138e+24
4,7.90941e-15,-3.21138e+24
4,7.97251e-15,-3.21138e+24
4,8.28823e-15,-3.21138e+24
4,8.13666e-15,-3.21138e+24
4,8.09785e-15,-3.21138e+24
4,8.67182e-15,-3.21138e+24
4,8.39015e-15,-3.21138e+24
4,7.87537e-15,-3.21138e+24
4,8.67334e-15,-3.21138e+24
4,8.79477e-15,-3.21138e+24
4,9.47977e-15,-3.21138e+24
4,1.01476e-14,-3.21138e+24
4,9.67493e-15,-3.21138e+24
4,9.19614e-15,-3.21138e+24
4,9.59144e-15,-3.21138e+24
