8484612,7492864,8248064,8761600,8277504,49920,4294949888,15359,0,0,38912,2106767104
8479236,7493632,8253696,8770048,8255744,49664,4294949632,15103,0,0,45312,2106767104
8483588,7498496,8221184,8785152,8270592,49664,4294949632,15359,0,0,45312,2106767104
8495620,7495168,8231168,8809216,8285696,49664,4294949632,15359,0,0,35584,2106767104
8490756,7502848,8226304,8784384,8266752,49408,4294949632,15359,0,0,38912,2106767104
8481796,7497216,8252928,8747776,8250112,49664,4294949632,15103,0,0,38912,2106767104
8485380,7497728,8250112,8777984,8264448,49920,4294950144,15103,0,0,38912,2106767104
8484356,7491840,8228608,8794880,8284160,49664,4294949888,15359,0,0,42240,2106767104
8486148,7497216,8230400,8743168,8269056,49664,4294948864,15103,0,0,38912,2106767104
8489988,7500800,8254464,8749568,8270592,49664,4294949888,15103,0,0,38912,2106767104
8486148,7495680,8249856,8777728,8255744,49664,4294949888,15103,0,0,45312,2106767104
8492548,7500032,8214528,8774656,8265216,49664,4294949888,15103,0,0,42240,2106767104
8491268,7495680,8245504,8774656,8276480,49920,4294949632,15103,0,0,38912,2106767104
8487172,7496192,8249856,8766976,8284672,49408,4294949632,15103,0,0,32512,2106767104
8479492,7491328,8251392,8759040,8245248,49664,4294949888,15103,0,0,32512,2106767104
8485124,7493376,8231424,8768768,8267776,49408,4294949888,15103,0,0,38912,2106767104
8486404,7498496,8237056,8770048,8269824,49664,4294949632,15103,0,0,42240,2106767104
8489988,7501312,8233472,8795648,8251904,49408,4294949632,15359,0,0,45312,2106767104
8483844,7494144,8266752,8770304,8260608,49664,4294949888,15359,0,0,38912,2106767104
8482564,7493632,8247296,8773376,8271104,49664,4294949888,15615,0,0,42240,2106767104
8484612,7493888,8225536,8773632,8258816,49920,4294949632,15359,0,0,38912,2106767104
8489476,7500800,8237568,8777728,8267776,49664,4294949888,15615,0,0,38912,2106767104
8487428,7492096,8237056,8773632,8258560,49664,4294949888,15359,0,0,38912,2106767104
8489476,7500032,8242432,8781824,8263680,49408,4294949632,15359,0,0,45312,2106767104
8481540,7494656,8216576,8780544,8268288,49664,4294949888,15615,0,0,45312,2106767104
8488964,7497984,8228864,8776960,8278016,49664,4294949632,15103,0,0,55040,2106767104
8499460,7498240,8233216,8789248,8256256,49664,4294949888,15103,0,0,48640,2106767104
8481540,7493120,8264192,8762624,8282880,49408,4294949632,15359,0,0,45312,2106767104
8485124,7496448,8239872,8761856,8274944,49920,4294949632,15103,0,0,42240,2106767104
8484100,7494912,8243968,8764928,8271360,49664,4294949632,15359,0,0,38912,2106767104
8489732,7496960,8253696,8763904,8281856,49664,4294949888,15103,0,0,38912,2106767104
8486404,7493888,8237312,8782080,8259840,49408,4294949888,15359,0,0,38912,2106767104
8487940,7492096,8244992,8763136,8259072,49664,4294949632,15103,0,0,45312,2106767104
8484612,7497472,8238592,8754688,8263680,49664,4294949888,15103,0,0,38912,2106767104
8491780,7494912,8228864,8770304,8264960,49408,4294949888,15103,0,0,42240,2106767104
8497668,7502080,8243456,8786432,8267264,49664,4294950144,15359,0,0,42240,2106767104
8481028,7501568,8245504,8759552,8278272,49664,4294949888,15359,0,0,42240,2106767104
8486404,7499776,8226816,8756480,8275712,49664,4294949888,15615,0,0,45312,2106767104
8483844,7492096,8217088,8773888,8259328,49664,4294949888,14847,0,0,38912,2106767104
8487684,7494912,8240384,8761088,8256768,49664,4294949888,15103,0,0,45312,2106767104
8491780,7496960,8242176,8766208,8262400,49664,4294949632,15359,0,0,38912,2106767104
8481028,7491840,8243968,8775168,8266752,49664,4294949632,15615,0,0,38912,2106767104
8484100,7495168,8233984,8778240,8267520,49408,4294949632,15359,0,0,45312,2106767104
8487172,7491072,8241408,8765184,8260864,49664,4294949888,15103,0,0,51968,2106767104
8481796,7493120,8237824,8769280,8274176,49664,4294949888,15359,0,0,55040,2106767104
8482308,7496960,8240896,8755712,8259072,49664,4294949632,15103,0,0,38912,2106767104
8482052,7491584,8234752,8763904,8277760,49920,4294949632,15359,0,0,38912,2106767104
8487684,7498240,8221952,8782848,8283904,49920,4294949888,15615,0,0,48640,2106767104
8489220,7497216,8220928,8779008,8271360,49920,4294949632,15359,0,0,38912,2106767104
8487684,7499008,8239104,8767744,8256000,49664,4294949632,15359,0,0,35584,2106767104
8488196,7496192,8241408,8772352,8276480,49408,4294949632,15359,0,0,35584,2106767104
8485636,7497216,8230400,8785152,8261120,49408,4294949888,15103,0,0,38912,2106767104
8491524,7495680,8242688,8769024,8270080,49408,4294949888,14847,0,0,45312,2106767104
8496644,7498752,8245248,8790528,8262656,49664,4294949888,15359,0,0,42240,2106767104
8483844,7496960,8237056,8776448,8277504,49664,4294949632,14847,0,0,42240,2106767104
8481540,7493120,8247040,8766464,8266496,49664,4294949632,15359,0,0,35584,2106767104
8490500,7495936,8230656,8764416,8284160,49408,4294949888,15615,0,0,65024,2106767104
8486404,7496192,8237056,8752384,8276992,49664,4294949632,15359,0,0,32512,2106767104
8483588,7495936,8247296,8792064,8248832,49408,4294949632,14847,0,0,45312,2106767104
8480516,7492096,8242688,8782080,8281344,49664,4294949632,15103,0,0,45312,2106767104
8485124,7497216,8226560,8764672,8257280,49664,4294949632,15359,0,0,42240,2106767104
8486660,7490560,8244736,8776192,8279552,49664,4294949632,15615,0,0,42240,2106767104
8488964,7498240,8242944,8778496,8267264,49664,4294949888,15103,0,0,35584,2106767104
8481284,7491072,8264192,8774144,8306688,49408,4294949888,15103,0,0,38912,2106767104
8482052,7494144,8250368,8761088,8280832,49664,4294949888,15359,0,0,35584,2106767104
8484868,7494400,8231424,8759296,8277248,49664,4294949632,15359,0,0,35584,2106767104
8489732,7495680,8239872,8771328,8261888,49664,4294949888,15359,0,0,42240,2106767104
8486660,7499776,8234240,8763392,8251392,49664,4294949632,15615,0,0,45312,2106767104
8487940,7493632,8243712,8776448,8280832,49664,4294949888,15359,0,0,48640,2106767104
8490244,7498240,8245760,8766208,8282880,49408,4294949632,15359,0,0,38912,2106767104
8484612,7497984,8239616,8771072,8265728,49920,4294949888,15103,0,0,45312,2106767104
8489732,7505408,8224256,8778240,8273664,49408,4294949632,15103,0,0,38912,2106767104
8484612,7494656,8252416,8759296,8253952,49664,4294949888,15359,0,0,48640,2106767104
8490500,7496192,8230912,8780800,8259840,49664,4294949888,15103,0,0,35584,2106767104
8487172,7493888,8225792,8765952,8272640,49920,4294949888,15103,0,0,38912,2106767104
8488964,7500032,8236032,8784640,8264960,49664,4294949888,15359,0,0,51968,2106767104
8488708,7503104,8249344,8765440,8263168,49920,4294949632,15359,0,0,35584,2106767104
8482564,7501056,8238848,8768512,8257536,49664,4294950144,14847,0,0,35584,2106767104
8482308,7492352,8240128,8770048,8271360,49664,4294949888,14847,0,0,38912,2106767104
8484868,7494144,8233472,8763648,8296704,49920,4294949632,15103,0,0,42240,2106767104
8484356,7497984,8243200,8771840,8280320,49920,4294949632,15359,0,0,51968,2106767104
8483332,7492352,8251904,8787968,8271360,49664,4294949632,15359,0,0,45312,2106767104
8485892,7492608,8234496,8786176,8263936,49408,4294949632,15103,0,0,42240,2106767104
8483076,7492864,8235520,8758272,8274432,49408,4294949888,15103,0,0,38912,2106767104
8486404,7499776,8233728,8776960,8275456,49664,4294949888,15359,0,0,32512,2106767104
8485380,7495168,8247040,8783616,8271360,49664,4294949888,15359,0,0,42240,2106767104
8487684,7492096,8248576,8757248,8276224,49664,4294949888,15359,0,0,38912,2106767104
8484612,7511808,8235776,8767488,8251648,49664,4294949632,15359,0,0,48640,2106767104
8490244,7493120,8229120,8774656,8280320,49664,4294949632,15359,0,0,38912,2106767104
8498436,7496192,8234496,8777728,8272896,49920,4294949632,15103,0,0,42240,2106767104
8483588,7495424,8232704,8764928,8276224,49408,4294949632,15103,0,0,38912,2106767104
8491524,7499008,8226048,8776192,8263680,49920,4294949632,15103,0,0,38912,2106767104
8483844,7497984,8235264,8764416,8278016,49664,4294949632,14847,0,0,29184,2106767104
8493572,7497216,8238592,8774400,8278016,49408,4294949632,15359,0,0,35584,2106767104
8481796,7493632,8255232,8778240,8266752,49408,4294949632,14847,0,0,42240,2106767104
8485380,7486976,8231168,8785920,8280832,49408,4294949632,15103,0,0,35584,2106767104
8486148,7489280,8236800,8771584,8283648,49408,4294950144,15103,0,0,38912,2106767104
8488964,7493888,8242176,8739584,8253952,49664,4294949632,15359,0,0,35584,2106767104
8483076,7494912,8247040,8779008,8254976,49664,4294949632,15359,0,0,42240,2106767104
8478212,7492864,8232448,8780032,8274944,49664,4294949632,15359,0,0,42240,2106767104
8494852,7494656,8230400,8759040,8263424,49408,4294949888,15103,0,0,42240,2106767104
8492036,7490560,8246784,8725248,8285696,49408,4294949632,15103,0,0,42240,2106767104
8488196,7503872,8242176,8791040,8273920,49664,4294949888,15103,0,0,42240,2106767104
8486148,7495936,8232704,8791296,8263424,49408,4294949632,15103,0,0,38912,2106767104
8482052,7500032,8240896,8766208,8271104,49664,4294949632,15103,0,0,48640,2106767104
8486148,7493376,8231936,8746496,8276992,49408,4294949632,15103,0,0,38912,2106767104
8497924,7504384,8220160,8808192,8278528,49664,4294949632,15103,0,0,38912,2106767104
8488708,7493376,8252160,8794112,8265728,49408,4294949888,15103,0,0,45312,2106767104
8479748,7490816,8232960,8762624,8274688,49664,4294949632,15103,0,0,45312,2106767104
8496900,7496448,8235776,8744192,8262912,49664,4294949632,15103,0,0,38912,2106767104
8486148,7492864,8239872,8763648,8275200,49664,4294949632,14847,0,0,38912,2106767104
8487172,7497472,8232960,8807936,8265984,49664,4294949632,14847,0,0,35584,2106767104
8492548,7495680,8233984,8773120,8280832,49664,4294949888,15103,0,0,38912,2106767104
8486404,7495680,8240640,8741888,8249856,49920,4294949632,15359,0,0,42240,2106767104
8477700,7493120,8246272,8757760,8253952,49664,4294949888,15359,0,0,42240,2106767104
8492292,7497728,8229888,8779520,8246016,49664,4294949888,15103,0,0,45312,2106767104
8496644,7497728,8233216,8801024,8264704,49664,4294949888,15103,0,0,42240,2106767104
8488196,7491072,8260096,8768512,8269568,49664,4294949632,15103,0,0,45312,2106767104
8483076,7504384,8250880,8761344,8281088,49664,4294949632,15103,0,0,38912,2106767104
8479492,7495936,8235776,8760576,8275968,49664,4294949632,14847,0,0,35584,2106767104
8485380,7492608,8236032,8778240,8256000,49408,4294949632,15103,0,0,45312,2106767104
8495876,7500032,8228608,8772864,8285184,49664,4294949632,15103,0,0,38912,2106767104
8482052,7493376,8268544,8749056,8268800,49664,4294949888,15103,0,0,45312,2106767104
8472580,7488512,8235776,8745984,8265984,49664,4294949632,14847,0,0,32512,2106767104
8490756,7495680,8220160,8782848,8264704,49920,4294949888,15103,0,0,38912,2106767104
8490756,7494400,8231680,8776704,8291584,49664,4294949888,15103,0,0,42240,2106767104
8481540,7492864,8262400,8763648,8276736,49664,4294949632,14847,0,0,45312,2106767104
8474116,7496448,8258816,8790016,8250624,49408,4294949632,15103,0,0,29184,2106767104
8486660,7486976,8210432,8774400,8256768,49920,4294949632,15103,0,0,42240,2106767104
8499972,7500288,8227840,8753408,8265984,49664,4294949888,15103,0,0,42240,2106767104
8493572,7499264,8258048,8770816,8270592,49920,4294949888,15359,0,0,45312,2106767104
