4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
4,0,0,0,0,nan,nan,nan
